@relation my_relation
@attribute 1_attr_chunk_1 numeric      % real name: 'chunk_1'
@attribute 2_attr_chunk1_2 numeric      % real name: 'chunk1-2'
@attribute 3_attr_chunk1_2_3 numeric      % real name: 'chunk1-2-3'
@attribute 4_attr_chunk1_2_3_4 numeric      % real name: 'chunk1-2-3-4'
@attribute 5_attr_chunk1_2_3_4_5_6_7_8_9_10 numeric      % real name: 'chunk1-2-3-4-5-6-7-8-9-10'
@attribute 6_attr_chunk1_2_3_4_5_6_7_8_9_10_negative numeric      % real name: 'chunk1-2-3-4-5-6-7-8-9-10-negative'
@attribute categories {0,1}
@data
0.174260457026, 0.165711087901, 0.163743981745, 0.162606086714, 0.167424990019, 0.166227173436, 1 chunk_1_train_subject1190_1_txt
0.415987183406, 0.184414517184, 0.151220516894, 0.132891400787, 0.0623754142528, 0.0531096581721, 1 chunk_1_train_subject1191_1_txt
0.170227809445, 0.168365821091, 0.165719972248, 0.166486033078, 0.169025219605, 0.160153383465, 1 chunk_1_train_subject1201_1_txt
0.201764670713, 0.183752842174, 0.170865332736, 0.165336117074, 0.155554468017, 0.122724463045, 1 chunk_1_train_subject127_1_txt
0.174008669126, 0.168740549514, 0.163693793878, 0.162650118221, 0.165324938693, 0.165541300297, 1 chunk_1_train_subject1361_1_txt
0.178740513268, 0.165309997058, 0.162068514271, 0.160937682659, 0.164696249949, 0.168217661114, 1 chunk_1_train_subject136_1_txt
0.174656704053, 0.168187548601, 0.166587094095, 0.166231746479, 0.17274251999, 0.151579120537, 1 chunk_1_train_subject1457_1_txt
0.192342920713, 0.18777255283, 0.16786067867, 0.162871478943, 0.156295326478, 0.132848789235, 1 chunk_1_train_subject1555_1_txt
0.292237885765, 0.228265540237, 0.146058360315, 0.13861266248, 0.105656040968, 0.0891669756085, 1 chunk_1_train_subject1637_1_txt
0.180462722301, 0.179699891229, 0.170358755346, 0.171854479105, 0.166087501791, 0.131532181845, 1 chunk_1_train_subject1839_1_txt
0.195584217982, 0.166475061162, 0.166490288507, 0.163950679788, 0.160702158198, 0.146785408733, 1 chunk_1_train_subject1879_1_txt
0.19108760517, 0.164823159952, 0.160568954412, 0.158737757914, 0.156470975145, 0.168284768581, 1 chunk_1_train_subject2219_1_txt
0.187756186946, 0.183583690797, 0.157327676289, 0.157910355413, 0.149738137171, 0.163673042181, 1 chunk_1_train_subject2382_1_txt
0.19690659201, 0.183881017772, 0.173363387228, 0.161705087219, 0.155705623185, 0.128431054728, 1 chunk_1_train_subject2440_1_txt
0.166086633764, 0.165643757026, 0.16545326095, 0.166436260453, 0.173629010807, 0.162703999493, 1 chunk_1_train_subject2871_1_txt
0.207175112455, 0.165893567239, 0.162621987165, 0.158292420811, 0.152859006568, 0.153143753564, 1 chunk_1_train_subject3125_1_txt
0.200937079139, 0.178762651873, 0.158287051612, 0.16015183021, 0.156925418823, 0.144928683122, 1 chunk_1_train_subject3336_1_txt
0.172444650332, 0.172027189313, 0.16938426829, 0.172371698316, 0.172967773066, 0.140795477422, 1 chunk_1_train_subject3364_1_txt
0.166723457221, 0.164452391206, 0.164705677277, 0.164316447578, 0.168764799091, 0.170998106484, 1 chunk_1_train_subject337_1_txt
0.228844637378, 0.158721460243, 0.156394385395, 0.159245298946, 0.145933944777, 0.150854098614, 1 chunk_1_train_subject3670_1_txt
0.18743266295, 0.169847252512, 0.163204022595, 0.161558387659, 0.165665561272, 0.152267258472, 1 chunk_1_train_subject374_1_txt
0.340820495267, 0.165372603461, 0.145067887771, 0.125371290261, 0.118562036715, 0.104802224113, 1 chunk_1_train_subject405_1_txt
0.21384205765, 0.185320500107, 0.167219538028, 0.16526542149, 0.152603194127, 0.115747466978, 1 chunk_1_train_subject416_1_txt
0.166094336886, 0.166777640137, 0.167109555467, 0.169479719573, 0.17338130986, 0.157131030446, 1 chunk_1_train_subject4493_1_txt
0.171237396419, 0.168126304238, 0.166910502235, 0.164855882188, 0.168238073786, 0.160612629913, 1 chunk_1_train_subject4630_1_txt
0.173286970264, 0.17204807673, 0.169530216174, 0.170198762809, 0.172907621634, 0.142018406662, 1 chunk_1_train_subject4675_1_txt
0.181404192295, 0.175208111982, 0.167811264037, 0.168544113758, 0.161091190087, 0.145929923703, 1 chunk_1_train_subject4879_1_txt
0.204222687186, 0.183327515255, 0.164232465601, 0.155943749819, 0.143592348806, 0.148634082567, 1 chunk_1_train_subject5537_1_txt
0.215207524618, 0.162528292533, 0.161881869726, 0.153650891741, 0.155167428527, 0.151556963567, 1 chunk_1_train_subject5649_1_txt
0.192150713943, 0.190308612124, 0.176840730356, 0.163396733719, 0.157685708886, 0.119613824263, 1 chunk_1_train_subject5936_1_txt
0.168583740503, 0.167484829887, 0.168065357497, 0.168377474409, 0.171718119528, 0.155753105127, 1 chunk_1_train_subject6146_1_txt
0.213044541837, 0.180250941023, 0.16458213794, 0.165783781571, 0.153464748338, 0.122869845646, 1 chunk_1_train_subject6150_1_txt
0.177558739623, 0.168905763494, 0.167901674311, 0.167374440502, 0.168285232623, 0.149957815611, 1 chunk_1_train_subject6494_1_txt
0.166100893794, 0.166258269787, 0.164232741079, 0.164094423386, 0.167151420548, 0.172117572281, 1 chunk_1_train_subject669_1_txt
0.187128095462, 0.173833473241, 0.167346923143, 0.164569340248, 0.164940147473, 0.142168782235, 1 chunk_1_train_subject6760_1_txt
0.226282698242, 0.194586320598, 0.177013778657, 0.159071156051, 0.129295820048, 0.113746771719, 1 chunk_1_train_subject7042_1_txt
0.187626351168, 0.1788897462, 0.172084386609, 0.169365862096, 0.165812499971, 0.126216056521, 1 chunk_1_train_subject7133_1_txt
0.180532725683, 0.164205587296, 0.164168530395, 0.162722030154, 0.165339174365, 0.163000722814, 1 chunk_1_train_subject7135_1_txt
0.170002611354, 0.173839759983, 0.172249288073, 0.170932647748, 0.17014238389, 0.14282286978, 1 chunk_1_train_subject7157_1_txt
0.168747295818, 0.171659088133, 0.170882182117, 0.171243791949, 0.175536268405, 0.141922711786, 1 chunk_1_train_subject7181_1_txt
0.17420407193, 0.170329277029, 0.168326274699, 0.163745394082, 0.164480631859, 0.158900077952, 1 chunk_1_train_subject7326_1_txt
0.164087858605, 0.162941595388, 0.159659526554, 0.161269296535, 0.167899122236, 0.184087359228, 1 chunk_1_train_subject7364_1_txt
0.255184724153, 0.174872819875, 0.164747682636, 0.154640355958, 0.129628038419, 0.120924280367, 1 chunk_1_train_subject7367_1_txt
0.177970833973, 0.17251358338, 0.170762924696, 0.169071215777, 0.169217047881, 0.140453459391, 1 chunk_1_train_subject7515_1_txt
0.562767780578, 0.090378420297, 0.0846197689375, 0.0938334162459, 0.083413460097, 0.0849839858579, 1 chunk_1_train_subject7533_1_txt
0.207180921241, 0.173020229393, 0.165709562393, 0.162276173474, 0.140159123559, 0.151651524264, 1 chunk_1_train_subject7680_1_txt
0.197924897511, 0.164236502687, 0.163402555372, 0.164567199448, 0.164625624217, 0.145223238512, 1 chunk_1_train_subject7703_1_txt
