@relation my_relation
@attribute 1_attr_chunk_1 numeric      % real name: 'chunk_1'
@attribute 2_attr_chunk1_2 numeric      % real name: 'chunk1-2'
@attribute 3_attr_chunk1_2_3 numeric      % real name: 'chunk1-2-3'
@attribute 4_attr_chunk1_2_3_4 numeric      % real name: 'chunk1-2-3-4'
@attribute 5_attr_chunk1_2_3_4_5_6_7_8_9_10 numeric      % real name: 'chunk1-2-3-4-5-6-7-8-9-10'
@attribute 6_attr_chunk1_2_3_4_5_6_7_8_9_10_negative numeric      % real name: 'chunk1-2-3-4-5-6-7-8-9-10-negative'
@attribute categories {chunk_1, chunk1-2, chunk1-2-3, chunk1-2-3-4, chunk1-2-3-4-5-6-7-8-9-10, chunk1-2-3-4-5-6-7-8-9-10-negative}
@data
0.16485446607, 0.164724379983, 0.164966715661, 0.165687373283, 0.167988222669, 0.171773208845,  chunk_1    chunk_1_train_subject1095_1_txt
0.165353354504, 0.165073035773, 0.164624130551, 0.165752851368, 0.169373562726, 0.169817088011,  chunk_1    chunk_1_train_subject1190_1_txt
0.367192744447, 0.18277421009, 0.154107874679, 0.141003863191, 0.0837319052344, 0.0711881403037,  chunk_1    chunk_1_train_subject1191_1_txt
0.170019826602, 0.1616313023, 0.162904281682, 0.163126626681, 0.168044387738, 0.174267619527,  chunk_1    chunk_1_train_subject1199_1_txt
0.165545225421, 0.166847003397, 0.16585279081, 0.16631206535, 0.168923616901, 0.166514121638,  chunk_1    chunk_1_train_subject1201_1_txt
0.184581753822, 0.176595565595, 0.169064323095, 0.16515382061, 0.16304111698, 0.141561825034,  chunk_1    chunk_1_train_subject127_1_txt
0.164177039614, 0.165785226564, 0.165907349652, 0.166322620978, 0.16821549147, 0.169587116912,  chunk_1    chunk_1_train_subject1361_1_txt
0.16624997494, 0.16383078142, 0.164479519421, 0.16475821396, 0.168472933106, 0.172203009685,  chunk_1    chunk_1_train_subject136_1_txt
0.166522049481, 0.167519641369, 0.167986545486, 0.167831774145, 0.173025212973, 0.15710997658,  chunk_1    chunk_1_train_subject1457_1_txt
0.166907022886, 0.165363170443, 0.164098061074, 0.164640212665, 0.16620566093, 0.17278139213,  chunk_1    chunk_1_train_subject1542_1_txt
0.177743469348, 0.177061755582, 0.16763454615, 0.165298280996, 0.16298195481, 0.14927590803,  chunk_1    chunk_1_train_subject1555_1_txt
0.163973204195, 0.164850251559, 0.16498206749, 0.165170564241, 0.165804239868, 0.175214325773,  chunk_1    chunk_1_train_subject1605_1_txt
0.248425944821, 0.197739975911, 0.151393596677, 0.146157078863, 0.130277767108, 0.126003956344,  chunk_1    chunk_1_train_subject1637_1_txt
0.174376393919, 0.175120541761, 0.168862571365, 0.169339423735, 0.168788365241, 0.143509733456,  chunk_1    chunk_1_train_subject1839_1_txt
0.169973727653, 0.165954486376, 0.166747284746, 0.165716167781, 0.168272484291, 0.16333148751,  chunk_1    chunk_1_train_subject1879_1_txt
0.176125366771, 0.168073057338, 0.165715574545, 0.164941237032, 0.167894569237, 0.157246507181,  chunk_1    chunk_1_train_subject1979_1_txt
0.162628640327, 0.161144350474, 0.163170349419, 0.163630462819, 0.164819055335, 0.184600563762,  chunk_1    chunk_1_train_subject2037_1_txt
0.168000549918, 0.163487949878, 0.164110330673, 0.164746359258, 0.164510688729, 0.175138438689,  chunk_1    chunk_1_train_subject2219_1_txt
0.160864992662, 0.163496091208, 0.164957109244, 0.165365846663, 0.169471732678, 0.175837730102,  chunk_1    chunk_1_train_subject2252_1_txt
0.170552678385, 0.166758144033, 0.159770334932, 0.16057332989, 0.158670252674, 0.18367151053,  chunk_1    chunk_1_train_subject2382_1_txt
0.165395892275, 0.167264880137, 0.167574436509, 0.167601354413, 0.1707068664, 0.161452135585,  chunk_1    chunk_1_train_subject2415_1_txt
0.17949200567, 0.173596600159, 0.16899172053, 0.163417711994, 0.166163594178, 0.148335345571,  chunk_1    chunk_1_train_subject2440_1_txt
0.177572696083, 0.169136177878, 0.163978093257, 0.162708019311, 0.163899242451, 0.162701625749,  chunk_1    chunk_1_train_subject2704_1_txt
0.179998005329, 0.172297472954, 0.166360439338, 0.165175004208, 0.162593853638, 0.153572017802,  chunk_1    chunk_1_train_subject2712_1_txt
0.165653464377, 0.167707704579, 0.167480081198, 0.167965010293, 0.171942009516, 0.159247111866,  chunk_1    chunk_1_train_subject2871_1_txt
0.183636618489, 0.163135399529, 0.164518715394, 0.164044718276, 0.161024429534, 0.163636223995,  chunk_1    chunk_1_train_subject3125_1_txt
0.178985690694, 0.169739263595, 0.161813025787, 0.163146800188, 0.16091242156, 0.165399179782,  chunk_1    chunk_1_train_subject3336_1_txt
0.169225490957, 0.170970915265, 0.168620809574, 0.170405716213, 0.171308323308, 0.14946495642,  chunk_1    chunk_1_train_subject3364_1_txt
0.164313316915, 0.166197026924, 0.166918070738, 0.167154266385, 0.168844021741, 0.166568441233,  chunk_1    chunk_1_train_subject337_1_txt
0.197157674819, 0.15760176552, 0.159097924849, 0.161348114034, 0.153661371466, 0.171129073812,  chunk_1    chunk_1_train_subject3670_1_txt
0.172849628319, 0.166969382268, 0.165474441089, 0.165431310811, 0.168747287346, 0.160522297762,  chunk_1    chunk_1_train_subject374_1_txt
