@relation my_relation
@attribute 1_attr_chunk_1 numeric      % real name: 'chunk_1'
@attribute 2_attr_chunk1_2 numeric      % real name: 'chunk1-2'
@attribute 3_attr_chunk1_2_3 numeric      % real name: 'chunk1-2-3'
@attribute 4_attr_chunk1_2_3_4 numeric      % real name: 'chunk1-2-3-4'
@attribute 5_attr_chunk1_2_3_4_5_6_7_8_9_10 numeric      % real name: 'chunk1-2-3-4-5-6-7-8-9-10'
@attribute 6_attr_chunk1_2_3_4_5_6_7_8_9_10_negative numeric      % real name: 'chunk1-2-3-4-5-6-7-8-9-10-negative'
@attribute categories {0,1}
@data
0.169335601977, 0.164221382343, 0.163564344855, 0.163357978949, 0.16889315902, 0.170612039519, 1 chunk_1_train_subject1190_1_txt
0.398577211051, 0.179544306493, 0.150828054736, 0.135639747708, 0.0721155483077, 0.0632941401229, 1 chunk_1_train_subject1191_1_txt
0.165592942983, 0.166572964043, 0.165564612113, 0.166744823579, 0.170854777234, 0.164657741584, 1 chunk_1_train_subject1201_1_txt
0.200874177979, 0.183104923353, 0.171252740917, 0.165506694474, 0.15510638567, 0.124153010489, 1 chunk_1_train_subject127_1_txt
0.166217197064, 0.16628141579, 0.164017037271, 0.163902542096, 0.168505091591, 0.171060258781, 1 chunk_1_train_subject1361_1_txt
0.170235846411, 0.163777136583, 0.163104891348, 0.162819254393, 0.16737648014, 0.172670629587, 1 chunk_1_train_subject136_1_txt
0.170105084819, 0.167347098762, 0.167074396194, 0.166823982777, 0.173644116851, 0.15499533127, 1 chunk_1_train_subject1457_1_txt
0.185657505102, 0.182651902019, 0.167730716357, 0.164185625092, 0.15968742077, 0.140081218047, 1 chunk_1_train_subject1555_1_txt
0.269540336183, 0.210633820416, 0.150157256494, 0.143595316695, 0.119541784521, 0.106529904843, 1 chunk_1_train_subject1637_1_txt
0.178963444725, 0.177986658616, 0.170120261639, 0.171688050888, 0.166773787926, 0.134463937127, 1 chunk_1_train_subject1839_1_txt
0.186635694486, 0.166076182976, 0.166628071734, 0.164950902238, 0.163575742065, 0.152124936092, 1 chunk_1_train_subject1879_1_txt
0.181091261251, 0.163007476269, 0.161209139097, 0.160280836255, 0.159731992521, 0.174662579291, 1 chunk_1_train_subject2219_1_txt
